"Our sandy beach DRIRES of DRIROS BEACH Hotel ,
is length 176 meters and width 10-25 meters. ,
There are a lot of trees (olive trees, palm trees etc) ,
and plants. In the surrounding area there is one ,
more hotel and several complexes of apartments ,
and water sports facilities during the summer. The ,
beach is easily accessible by using one stair and a ,
ramp.With several environmental education ,
activities such us lectures, beach clean up, ,
drawing and photo competition, printed material, ,
we are trying to sensitize our guests, our staff and ,
the habitants of out area  concerning the nature’s ,
protection.For further information you can visit our ,
website www.eloundabluebay.gr .",Lasithi,Driros
"The beach is in front of Candia Park Village hotel.,
The access is only through the hotel and as the,
last few meters are with steps it is not actually,
suitable for wheelchairs.The hotel provides all the,
services (cleaning, toilets, showers, telephone,,
lifeguard as well as water sports). The resort is,
3.5 Km away from the center of the town of,
Aghios Nikolaos in east Crete.The beach is about,
80 meters long and 9 meters wide mainly with,
sand and pebbles.As a member of the blue Flag,
program the hotel organizes drawing competitions,,
cleaning days for the beach, etc, mainly through,
the hotel’s miniclub allowing the children and their,
parents to participate and be informed of the “Blue,
Flag” program.As a hotel we also participate to the,
activities organized by the municipality of Aghios,
Nikolaos. The hotel’s website where pictures of,
the beach are available is: www.bluegr.com",Lasithi,Chavania1
,Lasithi,Chiona
"“Poros 1” is a sandy beach located in Elounda Bay ,
Palace (next to sister hotel, Elounda Beach), a ,
luxury resort on the northeastern coast of the ,
island of Crete.  The resort organizes, yearly, ,
environmental training activities such as seminars, ,
lectures, clean up drawing and photo competitions. ,
The size of the beach is lengthwise approximately ,
200m and widthwise approximately 100m and the ,
nearby natural surroundings are filled with ,
seasonal plants and flowers, as well as, natural ,
trees and plants common in the area. Additionally, ,
the beach facilities include water sports.   For ,
more information on how to reach “Poros 1”, ,
please contact us by telephone or fax or visit our ,
website www.eloundabay.gr",Lasithi,Poros1
"Type of Beach: Beach with sandUrban ,
Beach.Description of the environmental education ,
facilities : Clean up, Drawing and photo ,
competition.Facilities:Sport facilities : YesRent a ,
car : NoRent a bikes : NoRent a bicycles : ,
NoDescription of the location of the beach:Hotels : ,
YesRent rooms : YesDescription of nearby natural ,
areasLength of the Beach : 60m    - Width : 20-25m ,
Type of Trees : Saline trees, Pines, ,
EucalyptusType of fauna : Seagulls, Sparrows, ,
Blackbirds, Chaffiches Skylarks, ,
Thrushes.Description of how to get to the ,
beach:The safe access",Lasithi,Ammoudi
"The “KALIMERA KRITI”  hotel in Sissi Lassithi Crete, ,
is the implementing body which manages the Blue ,
Flag programme and looks after “Spiliada” ,
beach. “Spiliada” is a sandy beach 300m. long and ,
35 m. wide, situated in a tourist resort with a rich ,
and beautiful natural environment composed o ,
tamarisks eucalypts almond trees pines carob ,
trees and shrubs in which migratory birds ,
thrushes woodcock badgers wildcats and hares ,
find refuge.Access to the beach is immediate with ,
pretty paths and byways leading bathers to one of ,
the island’s cleanest beaches. At the beach there ,
is access to all necessary lifesaving equipment ,
and a lifeguard for bather safety. Water sports are ,
organized within a limited area while car motorbike ,
and cycle hire is not allowed. There are umbrellas ,
and deckchairs along the beach and also a free ,
area for bathers who do not wish to use ,
these. “Spiliada” beach is cleaned by machine ,
every two days and by hand 3-4 times a day. ,
There are signs providing information an available ,
services. For full visitor information there is also a ,
noticeboard at the entrance to the beach giving ,
details o the results of swimming water tests ,
programme leaflets code of conduct lifeguard ,
hours and all educational activities. The “Kalimera ,
Kriti Hotel” organizes seminars conferences ,
demonstration visits and nature walks beach clean-,
ups etc. every year to educate and sensitise  the ,
public to environmental matters.",Lasithi,Spiliada
"Type of Beach: Beach with sand.Urban ,
Beach.Description of the environmental education ,
facilities : Clean up, Drawing and photo ,
competition.Facilities:Sport facilities : ÍïRent a car : ,
NoRent a bikes : NoRent a bicycles : NoDescription ,
of the location of the beach:Hotels : YesRent ,
rooms : YesDescription of nearby natural areas-,
Length of the Beach : 350m    - Width : 15m-Type ,
of fauna : Seagulls, Sparrows, Blackbirds, ,
ChaffichesSkylarks, Thrushes.Description of how ,
to get to the beach:The safe access on the beach ,
is doing through ramps-wooden Courses.",Lasithi,AmmosMarina
"Near the beach of Analipsi is a small town with the,
same name. There are several restaurant, rooms,
to let, hotels. On the rest region there are olive,
trees. There are too other plants like : ceratonia,
siliqua , pistacia lentiscus , Pinus spp, thymes ,,
asphodelus and others.On the beach there are,
plants like: Krinaki of the sea , Tamarix spp,
(Almirikia)Beach with sand and pebbles. Length:,
600m and Width: 30m.Trent bicycles for the sea.It,
is very easy to get to the beach from the main road,
Ierapetra - Sitia .e-,
mail:dimosmg@otenet.grWebsite:www.makrigialos.gr",Lasithi,Analipsi
"The type of beach is sandy with pebbles. It is ,
located in the resort of Ag.Nikolaos Crete, ,
GreeceThere are various environmental ,
educational facilities together with DETADAN for ,
seminars, lectures, clean up and school visits,The ,
beach is located by the Hotel Minos Beach, who is ,
responsible for its well maintenance. To reach the ,
beach there are stone paths and ,
stepswww.bluegr.com",Lasithi,Ag.Nikolaos3
" , ",Lasithi,Ag. Panteleimonas
,Lasithi,Ag.Nikolaos1
"Type of Beach: Beach with sand.Rural.Description ,
of the environmental education facilities : Clean up, ,
Drawing and photo competition.Facilities:Sport ,
facilities : YesRent a car : NoRent a bikes : NoRent ,
a bicycles : NoDescription of the location of the ,
beach:Hotels : YesRent rooms : YesDescription of ,
nearby natural areas-Length of the Beach : ,
350m    - Width : 2-10m-Type of fauna : Çelons, ,
Hoopes, Wildducks, Tortoise, Wildgeese,Blauduch, ,
Grey mulletDescription of how to get to the ,
beach:The safe access on the beach is doing ,
through ramps-wooden Courses.",Lasithi,Almyros
,Lasithi,Myrtos
"“Shisma” coastline is to be found in the Department ,
of Elounda, Agios Nikolaos, Lasithiou, Crete, ,
Greece. The Authority responsible for the coastline ,
is K.EP.AN.EL. (The Local Authority for ,
Development in Elounda).  The beach is to be found ,
within the housing area of Shisma close by the ,
village square.  Access to the beach is by car or ,
by foot and there are access ramps for people ,
with Special Needs. The beach is 300m long and ,
150m wide and is covered in sand. At the South ,
end of the beach is a parking area for coaches ,
that bring visitors to Elounda from other parts of ,
the island.  At the North end of the beach there is a ,
jetty where visitors to the beach may park their ,
private or rented cars and where the centre for ,
Water sports is situated.  Facilities include canoe, ,
windsurfing and water-ski. Across the Southwest ,
side of the beach there is a small green area ,
planted with eucalyptus, palm and diandes trees. ,
By the Southwest side of the beach runs the local ,
road from Elounda to Plaka along which are a ,
variety of Apartments, Hotels, Tavernas and Café ,
bars. During of the summer Municipality –,
K.EP.AN.EL. – Organize environmental activities. ,
Information about these activities is available from ,
the Municipality Tourist Information Office.",Lasithi,Schisma
,Zakynthos,Alykes1
,Lasithi,AchliaSchinokapsalon
"Type of Beach: Beach with sand.Urban ,
Beach.Description of the environmental education ,
facilities : Clean up, Drawing and photo ,
competition.Facilities:Sport facilities : NoRent a car : ,
NoRent a bikes : NoRent a bicycles : NoDescription ,
of the location of the beach:Hotels : YesRent ,
rooms : YesDescription of nearby natural areas-,
Length of the Beach : 100m    - Width : 10m-Type ,
of Trees : Carob-been trees-Type of fauna : ,
Seagulls, Sparrows, Blackbirds, ,
ChaffichesSkylarks, Thrushes.Description of how ,
to get to the beach:The safe access on the beach ,
is doing through ramps-wooden Courses.",Lasithi,AMMOUDARA
,Lasithi,Chiona
,Fokida,Sergoula
"A magnificent resort deluxe hotel built on a,
picturesque headland, ideal for those seeking both,
beauty and tranquillity. The hotel offers a superb,
sandy beach with pebbles. Its coastline is 120 m,
length and 80m width. Additionally to the beach,
there are some plateaus with direct access to the,
sea. The beach is easily accessible through ramps,
and stone paths.The beach of the hotel has been,
awarded with the blue flag and the hotel has,
therefore undertaken several activities, such as,
seminars and lectures at the nearby schools. The,
guest have several times ran amongst them a,
drawing competition with the encouragement of,
the hotel. In addition to the hotels two tennis courts,
(hard-courts) a variety of sea sports and activities,
are available for hire at the water sports center on,
the hotel’s private beach.Further information can,
be provided in our web site,
www.mamidakishotels.gr or In e-mail,
minpal@otenet.gr",Lasithi,Ag.Nikolaos2
,Lasithi,AGNIKOLAOS
"Type of Beach: Beach with sand, PebblesUrban ,
Beach.Description of the environmental education ,
facilities : Clean up, Drawing and photo ,
competition.Facilities:Sport facilities : YesRent a ,
car : NoRent a bikes : NoRent a bicycles : ,
NoDescription of the location of the beach:Hotels : ,
YesRent rooms : YesDescription of nearby natural ,
areas-Length of the Beach : 150m    - Width : 2-,
10m-Type of Trees : Saline trees – Olive trees-,
Type of fauna : Seagulls, Sparrows, Blackbirds, ,
ChaffichesSkylarks, Thrushes.Description of how ,
to get to the beach:The safe access on the beach ,
is doing through ramps-wooden Courses.",Lasithi,AmmosDimotiki
,Lasithi,Ag.Fotia
,Zakynthos,ABOULATRAGAKI
,Fokida,AgioiPantes
,Fokida,Chiliadou
"SANDY,URBAN,LIFEGUARD/LIFESAVING ,
EQUIPMENT-HANDICAP FACILITIES-RENT ,
CAR/BIKES/BICYCLES-HOTELS/RENT ,
ROOMS,PINE TREES,CLOSE TO ,
TOWN,LECTURE-CLEAN ,
UP,WWW.MYTILENE.GR",Lesvos,Tsamakia
,Fokida,Eratini
,Fokida,Monastiraki
,Fokida,Kalafatis
"Every year in the beach of Anaxos many,
environmental and educational activities take place,,
like: a) speechesb) cleaning of the beach,
and c) competition of painting. In the area of the,
beach various sport facilities are organized and,
every visitor can rent car, bikes and bicycles.,
Every visitor can enjoy his staying in Anaxos, in,
luxurious hotels or traditional rending rooms. The,
length of the beach is 550m and the size 2m. The,
flora is combined by a special kind of plant, which,
is called ‹‹armirikia››. Great place in the fauna of,
Anaxos has the birds’ Aegean gulls and Silver,
gulls. Significant is the fact that everyone can,
easily go to the beach on the foots. More,
information is available in Internet, in the address,
www.petra.gr",Lesvos,Anaxos
,Zakynthos,Alikanas1
,Lesvos,KANONITHERMIS
"
“Eftalou” is the country place of Molyvos. It ,
has been the sea resort of its inhabitants, since ,
the ancient times with a special natural beauty. In ,
Eftalou, someone will also find the hot springs and ,
our healing spas. In Eftalou, there are also ,
situated the country houses (koules) of spiritual ,
people of Greece, like Argiris Eftaliotis, who came ,
from Mithymna (he took his pseudonym from the ,
place of Eftalou) and Ilias Venezis. Eftalou ,
preserves the authenticity of its landscape, as it is ,
a lightly structured area with a few big hotels and ,
small tourist housings, in a small distance from the ,
coasts. Eftalou coasts have small grey stones ,
and they are fully planted by heaths. Eftalou ,
coasts have also fringes, upon which they lie lot of ,
stubbles, sea violets, bushes and yellow ,
amaranths, depending on the season. In addition, ,
the hills that surround these coasts are fully ,
planted by olive-trees, pine-trees and gardens. ,
By the sea, there are also rocky large stones with ,
elaborate designs, that stand there for centuries ,
and they make up admirable geological ,
monuments. The sea-shores of Eftalou are an ,
elective choice for lots of visitors, as well as for ,
locals, who consciously reject the so-,
called “plastic convenience”. The contact with the ,
esthetic of the landscape, the nature and the ,
sparkling water in Eftalou, is a unique ,
experience. The renting of the coasts to ,
individuals is not allowed. Thus, it is not possible ,
there for anyone to view plastic chairs, ,
antiaesthetic umbrellas or water sports. As far ,
as the services of the swimmers are concerned - ,
who in their majority belong to the admirers of ,
nature and natural environment - there are only the ,
absolutely necessary substructions, such as ,
distinctive information tables, toilets, showers as ,
well as distinctive dressing rooms. Access to ,
the beginning of the sea-shores, can also be ,
succeeded by car, since the road till a certain point ,
is asphalt. However, just before the healing spas ,
of Eftalou and the main coast of Saint-Anargiri, ,
visitors can only walk. The distance though, from ,
the point the car stops does not exceed the 400 ,
metres. The length of the central coast of ,
Saint-Anargiri is about 600M and its width is 60M.",Lesvos,EftalouAg.Anargyroi
"
The lightly stone - covered Maiami beach of the,
municipality of Itea is situated at a residential area,
and the visitor can rent a car, a motorbike and a,
bicycle. Hotels and rooms to let are situated very,
close to the beach. The length of the beach is,
around 200 meters and its width around 30 meters,
and is planted with a variety of palm trees and,
green algae. There exists dense mass,
transportation through the Prefecture of Fokida,
busses Tourist bysses and taxis.",Fokida,Maiami
,Zakynthos,ABOULAPSAROU
"SAND, URBAN BEACH, ,
LIFEGUARD/LIFESAVING EQUIPMENT, - ,
HOTELS, RENT ROOMS - LECTURE, CLEAN ,
UP - CLOSE TO MAIN ROad",Larisa,AgiokamposChrysiakti
"
,
,
,
,
,
,
,             



",Larisa,NEAMESAGALA1
,Larisa,NEAMESAGALA3
"
,
,
,
,
,
,
,         



, ",Lesvos,Kagia
,Larisa,NEAMESAGALA2
,Lesvos,Ag.Isidoros
,Limnos,AGIOANNIS
"In the graphic village Afissos it is found in the ,
Pagasitikos gulf 27 kms from Volos. His place is the ,
southern Pilion and belongs in the D. Afeton. He is ,
built amphitheatrical in olive groves and is framed ,
from two  very beautiful coasts and sand. The ,
Kallifteri  and the Abovos, with length 200 metres ,
and width 30 metres, what remain clean all the time ,
with responsibility of Demotic authority.,
Ideal resort  for marine bathrooms, fishing, ,
marinely spor. Exist marvellous hotels of each ,
order, Hostels, furnished apartments and the ,
organised offices of rentings of cars, motor  ,
cycles and bicycles. ,
Each time in the square exists permanent report of ,
painting and photograph. All these make ,
comfortable and pleasant stay …..",Magnisia,Kalifteri
" , ",Limnos,Plati
"SANDY,RESORT,LIFEGUARD/LIFESAVING,
EQUIPMENT-HANDICAP FACILITIES-,
HOTELS/RENT ROOMS,THROUGH THE,
TOWN TOWARDS THE SEASIDE,SEMINAR-,
LECTURE-CLEAN UP,5/6-1/7",Magnisia,NEAAGCHIALOS
,Magnisia,Maratha
"Type of beach: Beach of sand.Type of area: ,
Resort area.Description of environmental education ,
facilities: SeminarLecture Clean upFacilities of the ,
beach: There are no facilities.Description of the ,
location of the beach:HotelsRent roomsDescription ,
of nearby natural areas:Length of the beach: 300 ,
mWidth of the beach: 6 mType of trees: Plane ,
trees.Description how to get to the beach: Through ,
beach road of Kala Nera.",Magnisia,KALANERATHERETROAXIOMATIKON
,Magnisia,Koukounaries
"Type of Beach: With sand Or urban,
beachDescription of the environmental education,
facilities, Seminar, Lecture, Clean up.No sport,
facilities, No rent a car bikes, and,
bicycles.Description of the location of the beach,
Hotels and rooms for rent.Description of nearby,
natural areas, leugth of the beach 4650 m2 AND,
width 30 m. Description of how to get to the beach.,
The beach has two inclined entrance steps,,
wooden walkways to the showers and a,
ramp.Describtion of nearby natural areas leugth of,
the beach 16.530 m2, width 20 m. Description of,
how to get to the beach there are wooden,
walkways and rawps all the year – time at the,
beach.",Magnisia,Anavros
,Magnisia,Amfanon
"Type of Beach: With sandResortDescription of the,
environmental education facilities, Seminar,,
Lecture, Clean up.No sport facilities, No rent a car,
bikes, and bicycles.Description of the location of,
the beach Hotels and rooms for rent.Description of,
nearby natural areas, leugth of the beach 30.520,
m2 ánd width 20 m. Free entrance by a street,
along the beach, ramps to the showers and a ramp,
for people with special needs.",Magnisia,Alykes
,Magnisia,ADRINA
" , ",Limnos,EvgatisZematas
"Type of beach: Beach of sand.Type of area:,
Resort area.Description of environmental education,
facilities: · Seminar· Lecture · Clean,
upFacilities of the beach: There are no,
facilities.Description of the location of the beach:·,
Hotels· Rent roomsDescription,
of nearby natural areas:Length of the beach: 600,
mWidth of the beach: 8 mType of trees: Plane,
trees.Description how to get to the beach: Through,
beach road of Kala Nera.",Magnisia,KalaNera
" , , , , ",Lesvos,Molyvos
"Cretan Malia Park Hotel is situated on a sandy bay ,
of a resort area, only 1,5 Kms from the town of ,
Malia  and very close to the archaeological Minoan ,
Palace of Malia. The beach is mainly sandy with ,
some flat rocks on the left side. It is equipped with ,
sun beds, umbrellas, changing cabins, showers, ,
toilets, wooden walkways, telephone and an ,
information board with the beach code of contact ,
and other information such as about several ,
environmental activities of the hotel. The water ,
sports station offers a variety of water activities, ,
such as windsurfing, pedaloes and canoes. ,
Motorized sports are not allowed. Our professional ,
lifeguard is in charge of  the safety of the guests. ,
He is equipped with all necessary life saving ,
material and pharmacy. Every year, with initiative ,
of our hotel, the activity “Clean up the ,
Mediterranean” takes place, where an important ,
part of the beach beyond the limits administrated ,
by the hotel is cleaned. Other environmental and ,
educational activities worth mentioning are lectures ,
and Clean up Drawing competitions organized by ,
the hotel and in cooperation with the local schools ,
and involving children of hotel guests. Special ,
attention is also given to the protection of the ,
beach flora, such as  the endangered  sea ,
daffodils. Our beach comprises a part of a long ,
beach area, which is managed partly by  other ,
hotels and  private enterprises. Our beach area is ,
of unique beauty and appropriate for enjoying ,
sunbathing, taking part in several water sports and ,
activities. Next to our beach there are several ,
organized beaches, which also offer beach ,
facilities and a variety of sports. The beach length ,
in front of the hotel is 200m and the width is 14m. It ,
is surrounded by variety of local  trees and ,
bushes. There is no road nearby and therefore no ,
distraction of any noise. The beach can be ,
approached from the main entrance of our hotel ,
and  beach paths  and walkways. Visit our web ,
site: www.cretanmaliapark.gr",Irakleio,Potamos
"Type of beach: Beach of sand.Type of area: ,
Resort area.Description of environmental education ,
facilities: ·	Seminar·	Lecture ·	Clean ,
upFacilities of the beach: There are no ,
facilities.Description of the location of the beach:·,
Hotels·	Rent roomsDescription ,
of nearby natural areas:Length of the beach: 400 ,
mWidth of the beach: 7 mType of trees: Pear ,
trees.Description how to get to the beach: Through ,
country road Volos - Tsagkarada",Magnisia,KoropiBoufa
"It is a beach with sand at resort area.Nearby the ,
beach are doing environmental educations like, ,
lectures, drawing competitions and photo ,
competitions.At the beach area there are sport ,
facilities and you can also rent car , bicycles and ,
bikes.There are many hotels, rent rooms, camping, ,
restaurants, café, bars, market and stores popular ,
art. The length of the beach is 250m and the width ,
is 45mSomebody can go to the beach by public ,
road. It is 75 km from the airport.",Irakleio,Matala
"Very close to Volos Agria offers interesting choise,
as far as summer swimming as concerned.,
The “Barba Thoma” beach is a rocky beach in,
Soutrali Area of municipality of Agria. It is an urban,
beach and is located in the boarders of municipality,
of Agria with municipality of Artemida The,
environmental education facilities concerns,
activities such as lecture, for the international,
forest day, and the prevention of fires. Also were,
published relative leaflets for recycling program of,
paper and the prevention of fires. Finally, for the,
event Magnesia : a enchanting, natural, cultural,
and structured environment were taken place,
photo, literary texts, and works of painting,
expedition. At this area, there are a hotel,
named “Barbara” and three rend rooms,
named “Delkis”, “Bokou” and “Thomas” rend,
rooms. The length of the beach is about 200,
meters and the width about 15 meters. There are,
plants such us palms, eycalyptuses, almirikia end,
not far away from the beach are orchards with,
olives and citrus fruits. It is very close to Volos,
and easily to get there : As you drive from Volos to,
Tsagarada keep the sea on your left hand side and,
after 7 km you get to the municipality of Agria.,
Proceed through Agria which has a few tavernas,
on the left hand and a beach to the right. Turn right,
at the sign Soutrali and continue on this road,
towards the “Barba Thoma” beach. E-,
mail:MUNICIPAGRIA@INTERNET.GR No Webside",Magnisia,AgriaBarbaThomas
"SANDY,RESORT,LIFEGUARD/LIFESAVING ,
EQUIPMENT-HANDICAP FACILITIES-SPORT ,
FACILITIES-RENT CAR/BIKES/BICYCLES-,
HOTELS/RENT ROOMS,PINE TREES,VIA ,
THE HOTEL,LECTURE-CLEAN ,
UP,WWW.APOLLONIA.GR,5TH JUNE",Irakleio,Ellinoperamata
"Infront of the hotel Nana beach and to the east  ,
there is a sundy beach about 300 m lenght and 30-,
40m wide.We have enough sunbeds and ,
umbrellas.In the same place is located the ,
watersport center.After the point of the blue flag ,
and to the west the is a rocky area about 500 m. ,
lenght and 10-20 wide in same point there are ,
same steps that permits the acces of the clints to ,
the sea.",Irakleio,Drepanos
"The type of beach is sandy one. It is situated in a,
beautiful resort area. There are no sea sports,
taking place at the greater area of the beach nor,
there are no rent a bike/car/bicycle offices. There,
is also a number of rooms that can be rented and,
two small hotels . The length of the beach is about,
200 meters and its five to ten meters in some spots,
wide. Around the area the tree that is in big,
population is the olive tree and some bushes, and,
as it concerns for the fauna inside the sea you can,
find most of the common greek fish like Mullet,,
Annullar Gilthead, Painted Comber, Demoiselles,,
Rainbow wrasse etc.The swimmers can reach the,
beach from the nearby city of Volos(10 km km,
from the beach) via buses or taxi or they can rent,
a car from a noumerous offices in Volos . Also,
from our municipality two buses are going to the,
beach every day during the swimming periodThe,
environmental activities being organized are,
lectures , beach cleaning acts paint contests,,
seminars about various and serious environmental,
subjects. They are organized by Municipality of,
Aisonia itself or in co-opertaion with other,
organizations, schools, ngo’s etc.",Magnisia,ChrysiPanagia
"Fodele Beach Hotel is a resort with a sandy ,
beach.     The environmental education facilities ,
that take place in the hotel are seminars, lectures ,
and clean up.     The facilities that are disposable at ,
the beach are sport facilities, rent a car service, ,
rent bikes and bicycles service.     Near by the ,
location of the beach, there are hotels and rent ,
rooms.     The length of the beach is 600 m. and the ,
width 50 m.     The access to the beach is very ,
easy by using special wooden passages and ,
stairs.  There are also ramps.      The link to the ,
website for the beach is:   www.fodelebeach.gr",Irakleio,Fodele
"In the graphic village Afissos it is found in the ,
Pagasitikos gulf 27 kms from Volos. His place is the ,
southern Pilion and belongs in the D. Afeton. He is ,
built amphitheatrical in olive groves and is framed ,
from two  very beautiful coasts and sand. The ,
Kallifteri  and the Abovos, with length 200 metres ,
and width 30 metres, what remain clean all the time ,
with responsibility of Demotic authority.,
Ideal resort  for marine bathrooms, fishing, ,
marinely spor. Exist marvellous hotels of each ,
order, Hostels, furnished apartments and the ,
organised offices of rentings of cars, motor  ,
cycles and bicycles. ,
Each time in the square exists permanent report of ,
painting and photograph. All these make ,
comfortable and pleasant stay …..",Magnisia,Abovos
"
Anissaras Beach is 28 km away east from ,
Heraklion, has a very rich sandy beach and is a ,
summer resort close to the small village ,
Analipsis.The beach operator and responsible for ,
beach management is the ROBINSON Club Lyttos ,
Beach.During the summer season while the hotel ,
club is open we are organizing a lot of ,
environmental activities such as: Seminars Clean ,
up activities, children drawing competition ,
etc.There are a lot of sports facilities such as: ,
Catamaran, Wind surfing, Mountain bike tours, ,
Tennis, Golf, Basketball, Volleyball etc.In the area ,
of Anissaras an Analipsi there are a lot of Hotels, ,
Apartments and Restaurants.The beach has a ,
length of 480 m and a width of 40 m. In the club ,
hotel there are over 20.000 trees and bushes such ,
as 1.800 palms, 600 olives trees, different sorts of ,
flowers, herb bushes etc.The access to the beach ,
is very easy by car, bicycle or by walking ( 5 ,
minutes from Analipsi)",Irakleio,ANISARAS
,Irakleio,AMMOUDARA5
"-Silva Maris hotel is situated nearby a wonderful ,
100m sandy beach and 100m rocky beach with ,
pebbles that is also a resort. The main ,
environmental education facilities are: Conference, ,
Seminars, Lecture and Clean up competitions. In ,
the greater area of the beach there are sport ,
facilities and there are several other hotels and ,
apartments. The nearby natural areas are ,
extended in 100m of beach length and 20-40m of ,
beach width. There is an easy access to the ,
beach by walkways, steps and ramps for all those ,
that wish to make their day unforgettable by a ,
superb beach.",Irakleio,LimenasChersonisou5
,Irakleio,KastriCretaMaris
,Irakleio,Ag.georgios3
,Irakleio,Ammoudara1
,Magnisia,Amarylida
 ,Irakleio,KokkiniChani
"Beach of “Agios Georgios 1” is a beautiful sandy ,
beach situated in a rural called “Anissaras”, about ,
3 kilometers away from the resort of Hersonissos ,
and 23 kilometers away from Heraklion airport. In ,
order to get to the beach you have to turn left just ,
before entering the resort (from Heraklion ,
airport/port towards Hersonissos).The length of ,
the beach is 800m and the width 15m. On the ,
beach you will find different types of trees such ,
as salt-water trees and brushwoods. At the beach ,
area you have the possibility of sport facilities, ,
renting a car, a bike or even a bicycle.The hotels ,
Aldemar Knossos Royal Village, which is ,
situated by the beach of “Agios Georgios”, offers ,
you a great variety of services and facilities. ,
Moreover, during the summer season, you will be ,
able to find environmental facilities such us ,
conferences, seminars, lectures, clean up, ,
drawing or photo competitions etc. The beach ,
of “Agios Georgios 1” is accessible also to ,
handicapped people.For further information: ,
www.aldemarhotels.com",Irakleio,Ag.Georgios1
"Platis Gialos is a sandy beach in Lassi which is the ,
most attractive and tourist place of the whole ,
island. Lassi lies in the N.W. part of Argostoli (the ,
capital of Kefallonia) and is full of pine trees, idyllic ,
places for walking and entertainment, hotels, ,
restaurants and shops. The environmental ,
activities materialized in the year 2004 were: field ,
study, discussions, lectures, case studies, planting ,
trees. In the nearby area there exist car rentals, ,
motos, bicycles, rooms and apartments to let, ,
restaurants, shops.The length of the beach is 200 ,
m. and the width 20-50m. Near the beach there are ,
pines and cypresses, brambles, holm-oaks and ,
aloes.People get to the beach by car or by foot and ,
steps or ramps are giving access to it. The ,
website is : www.argostoli.gr",Kefallonia,PlatysGialos
"Skala is the most highly developed tourist resort in ,
the municipality of Elios-Pronnoi.Its long, beautiful ,
and well-organized beach offers its visitors a wide ,
variety of facilities to cover every need .These ,
facilities include Seminars, Lectures, Clean up, Sea ,
Sports, Rent a Car, Rent a Bike or Bicycle, Scuba ,
Diving Lessons, Glass Bottom Boat Excursions.For ,
those who want to explore the beach along its ,
coastline, a beach that is 2.500m long and 30-60m ,
wide, pedaloes and canoes can be hired. Hotels ,
and Rent Rooms of all categories, numerous ,
Tavernas, Bars, Coffee-Bars and Souvenir Shops, ,
formate the Village of Skala.Pine trees separate the ,
village from the beach which is accessible along ,
its length by pedestrian crossings, offering along ,
with the poplats and rose-bay bushes relief from ,
the sun.Towards sunset and well into the night ,
holidaymakers can experience the Caretta Caretta ,
sea turtle swim ashore to lay its eggs.A more ,
detailed description of Skala Beach can be aquired ,
at www.elios-pronnoi.grWebsite.",Kefallonia,Skala
"The rural beach of Petani is with sand and,
pebbles. The beach’ s width is 50 meters and it’s,
length is 600 meters from which 200 meters is,
often used by the swimmers. There is an,
asphalted road that connects the beach with the,
nearby villages. There is also a rich flora,
and fauna at the nearby area. The type of tree that,
is most founded is olive, among with several types,
of bushes such as skina, thyme, oak etc. The type,
of fauna at the area is partridges, merles, hares,,
wild goats etc. A various environmental,
education facilities are carried out each year such,
as lectures, photo exhibitions, voluntary clean up,
of the coast by the elementary and high school,
students of Saint Thekli which is the nearest village,
to the coast. A limited number of rent rooms is,
available close to the shore. For further,
information link with the website for the,
municipality of Paliki www.lixouri.gr.",Kefallonia,Petani
"Makris Gialos is a sandy beach in Lassi which is ,
the most attractive and tourist place of the whole ,
island. Lassi lies in the N.W. part of Argostoli (the ,
capital of Kefallonia) and is full of pine trees, idyllic ,
places for walking and entertainment, hotels, ,
restaurants and shops. The environmental ,
activities materialized in the year 2004 were: field ,
study, discussions, lectures, case studies, planting ,
trees. In the nearby area there exist car rentals, ,
motos, bicycles, rooms and apartments to let, ,
restaurants, shops.The length of the beach is 750 ,
m. and the width 20-50m. Near the beach there are ,
pines and cypresses, brambles, holm-oaks and ,
aloes.People get to the beach by car or by foot and ,
steps or ramps are giving access to it. The ,
website is : www.argostoli.gr",Kefallonia,MakrysGialos
"The village of Poros stretches along the North-East ,
Seashore of Kefalonia.Rayia Beach, 600m long ,
and 10-20m wide is accessible by foot along its ,
coastline from the beginning, center and end of the ,
beach. The seashore of Rayia Beach adjoins with ,
the main route artery of Poros Village.Its sandy and ,
pebble beach is one of the main atractions of this ,
rural and urban tourist resort.Its environmental ,
education facilities include Seminars, Lectures, ,
Clean up and Drawing exhibitions.Holidaymakers , ,
whilst settling in the numerous Rent rooms that are ,
offered in the village, can explore the seashore ,
and the tourist resort in general using the sport ,
facilities that are offered on the beach, Rent a car ,
agencies, Rent bikes or bicycles, ,
Excursions.Poplar trees and rose-bay bushes add ,
to the resorts natural beauty.Sea lovers can ,
experience encounters with different Fish , Seals. ,
Octapus and Dolphins.The www.elios-pronnoi.ge ,
website provides adequate information to the ,
potential visitor.",Kefallonia,AragiaPorou
"Pylaros hosts in its embrace the renowned Myrtos ,
Beach.The unique hues reflected off its waters, ,
the vast sandy beach, and the beauty of the rare ,
and rough surrounding landscape combine to make ,
this a locale that inspires awe and serenity.The ,
last few years Myrtos Beach has been awarded ,
the title of “Best beach in Greece” and the third ,
beach in the Mediterranean region ,
(www.thalassa.gr) .The beach haw easy and ,
safe access, a lifeguard, biological toilets, water ,
and of course, a Blue Flag designation.Myrtos is ,
located 3 Km from Divarata and 8 Km from Agia ,
Efimia.",Kefallonia,Myrtos
